id,raw_text,normalized_text,label,split
664,"Lên lịch đi học lúc 7 giờ.","lên lịch đi học lúc 7 giờ",calendar,test
665,"Ngày kia tôi có lịch gì?","ngày kia tôi có lịch gì",calendar,test
666,"Thế nào là lối sống lành mạnh?","thế nào là lối sống lành mạnh",qa,test
667,"Đóng Notepad!","đóng notepad",control_device,test
668,"Lên lịch kiểm tra sức khỏe tháng sau.","lên lịch kiểm tra sức khỏe tháng sau",calendar,test
669,"Kích hoạt chế độ im lặng!","kích hoạt chế độ im lặng",control_device,test
670,"Vì sao tập thể dục buổi sáng hiệu quả hơn?","vì sao tập thể dục buổi sáng hiệu quả hơn",qa,test
671,"Tại sao cần ngủ đủ giấc?","tai sao cần ngủ đủ giấc",qa,test
672,"Họp nhóm dự án diễn ra khi nào?","họp nhóm dự án diễn ra khi nào",calendar,test
673,"Nhớ là tôi thích học online.","nhớ là tôi thích học online",personalize,test
674,"Tắt nguồn điện thoại!","tắt nguồn điện thoại",control_device,test
675,"Tôi có rảnh tối nay không?","tôi có rảnh tối nay không",calendar,test
676,"Tắt máy ngay!","tắt máy ngay",control_device,test
677,"Previous bài!","previous bài",control_device,test
678,"Vì sao nên ăn sáng đầy đủ?","vì sao nên ăn sáng đầy đủ",qa,train
679,"Lên lịch cafe vào chiều mai.","lên lịch cafe vào chiều mai",calendar,train
680,"Vì sao con người dễ bị áp lực?","vì sao con người dễ bị áp lực",qa,train
681,"Lên lịch học thêm vào tối nay.","lên lịch học thêm vào tối nay",calendar,train
682,"Tạo lịch khám bệnh vào thứ năm.","tạo lịch khám bệnh vào thứ năm",calendar,train
683,"Cách pha cà phê phin ngon?","cách pha cà phê phin ngon",qa,train
684,"Tôi thích làm việc buổi tối.","tôi thích làm việc buổi tối",personalize,train
685,"Tại sao multitasking không hiệu quả?","tại sao multitasking không hiệu quả",qa,train
686,"Vì sao cần luyện nói thường xuyên?","vì sao cần luyện nói thường xuyên",qa,train
687,"Tại sao cần uống đủ nước mỗi ngày?","tại sao cần uống đủ nước mỗi ngày",qa,train
688,"Tại sao ánh sáng xanh ảnh hưởng đến giấc ngủ?","tại sao ánh sáng xanh ảnh hưởng đến giấc ngủ",qa,train
689,"Vì sao cần thực hành thường xuyên?","vì sao cần thực hành thường xuyên",qa,train
690,"Tôi thích đi xe máy hơn ô tô.","tôi thích đi xe máy hơn ô tô",personalize,train
691,"Tại sao cần nghỉ ngơi hợp lý?","tại sao cần nghỉ ngơi hợp lý",qa,train
692,"Tạo nhắc nhở uống nước đều đặn.","tạo nhắc nhở uống nước đều đặn",calendar,train
693,"Tôi có rảnh cuối tuần không?","tôi có rảnh cuối tuần không",calendar,train
694,"Cấu trúc bài thi IELTS gồm những gì?","cấu trúc bài thi ielts gồm những gì",qa,train
695,"Đóng PyCharm lại!","đóng pycharm lại",control_device,train
696,"Tắt tất cả ứng dụng!","tắt tất cả ứng dụng",control_device,train
697,"Tạo lịch lau nhà cuối tuần.","tạo lịch lau nhà cuối tuần",calendar,train
698,"Tuần sau có kế hoạch gì không?","tuần sau có kế hoạch gì không",calendar,train
699,"Đổi sang chế độ tối!","đổi sang chế độ tối",control_device,train
700,"Nhắc tôi đi họp lúc 10 giờ.","nhắc tôi đi họp lúc 10 giờ",calendar,train
701,"Tôi tránh uống cà phê buổi tối.","tôi tránh uống cà phê buổi tối",personalize,train
702,"Từ ""sustainable"" nghĩa là gì?","từ sustainable nghĩa là gì",qa,train
703,"Tôi đang xây dựng lối sống healthy.","tôi đang xây dựng lối sống healthy",personalize,train
704,"Mở ứng dụng thời tiết!","mở ứng dụng thời tiết",control_device,train
705,"Tạo lịch sạc pin xe lúc 11 giờ đêm.","tạo lịch sạc pin xe lúc 11 giờ đêm",calendar,train
706,"Mở Control Panel!","mở control panel",control_device,train
707,"Tôi cần ngủ đủ giấc.","tôi cần ngủ đủ giấc",personalize,train
708,"Vì sao cần giữ khoảng cách an toàn?","vì sao cần giữ khoảng cách an toàn",qa,train
709,"Chụp ảnh!","chụp ảnh",control_device,train
710,"Lịch trình ngày mai ra sao?","lịch trình ngày mai ra sao",calendar,train
711,"Tại sao nên tập thể dục buổi sáng?","tại sao nên tập thể dục buổi sáng",qa,train
712,"Tôi thích không gian mát mẻ.","tôi thích không gian mát mẻ",personalize,train
713,"Mở danh bạ!","mở danh bạ",control_device,train
714,"Tôi hay ngủ trưa khoảng 30 phút.","tôi hay ngủ trưa khoảng 30 phút",personalize,train
715,"Tắt đèn pin đi!","tắt đèn pin đi",control_device,train
716,"Tiếp tục phát nhạc!","tiếp tục phát nhạc",control_device,train
717,"Tôi đang cố gắng tập thể dục đều.","tôi đang cố gắng tập thể dục đều",personalize,train
718,"Ngày kia tôi có lịch gì không?","ngày kia tôi có lịch gì không",calendar,train
719,"Tại sao trời có mưa?","tại sao trời có mưa",qa,train
720,"Tắt ứng dụng đang chạy!","tắt ứng dụng đang chạy",control_device,train
721,"Ổ cứng SSD khác gì HDD?","ổ cứng ssd khác gì hdd",qa,train
722,"Tạo lịch giải trí cuối tuần.","tạo lịch giải trí cuối tuần",calendar,train
723,"Tại sao con người cần ngủ mỗi ngày?","tại sao con người cần ngủ mỗi ngày",qa,train
724,"Tháng này tôi có lịch gì?","tháng này tôi có lịch gì",calendar,train
725,"Thêm giúp tôi một nhắc nhở lúc 6h.","thêm giúp tôi một nhắc nhở lúc 6h",calendar,train
726,"Ngày mai có việc gì cần làm?","ngày mai có việc gì cần làm",calendar,train
727,"Khởi động Google Chrome!","khởi động google chrome",control_device,train
728,"Mở Google!","mở google",control_device,train
729,"Mở Google Chrome!","mở google chrome",control_device,train
730,"Tôi muốn ngủ đủ 8 tiếng mỗi ngày.","tôi muốn ngủ đủ 8 tiếng mỗi ngày",personalize,train
731,"Nhắc tôi họp lúc 3h chiều.","nhắc tôi họp lúc 3h chiều",calendar,train
732,"Tôi có rảnh tuần sau không?","tôi có rảnh tuần sau không",calendar,train
733,"Bật lại âm thanh!","bật lại âm thanh",control_device,train
734,"Lịch tuần sau ra sao?","lịch tuần sau ra sao",calendar,train
735,"Tăng âm lượng lên!","tăng âm lượng lên",control_device,train
736,"Cầu Vàng thuộc tỉnh nào?","cầu vàng thuộc tỉnh nào",qa,train
737,"Thêm lịch xem phim tối nay.","thêm lịch xem phim tối nay",calendar,train
738,"Tôi có rảnh tối nay không?","tôi có rảnh tối nay không",calendar,train
739,"Tắt bluetooth giúp tôi!","tắt bluetooth giúp tôi",control_device,train
740,"Mở ứng dụng gallery!","mở ứng dụng gallery",control_device,train
741,"Lịch làm việc tuần này thế nào?","lịch làm việc tuần này thế nào",calendar,train
742,"Nhắc tôi bảo dưỡng xe vào cuối tháng.","nhắc tôi bảo dưỡng xe vào cuối tháng",calendar,train
743,"Tôi hay uống trà.","tôi hay uống trà",personalize,train
744,"Mở Task Manager!","mở task manager",control_device,train
745,"Cách dậy sớm hiệu quả?","cách dậy sớm hiệu quả",qa,train
746,"Cách cải thiện tâm trạng khi buồn?","cách cải thiện tâm trạng khi buồn",qa,train
747,"Thêm lịch đi ăn tối lúc 7 giờ.","thêm lịch đi ăn tối lúc 7 giờ",calendar,train
748,"Đóng file hiện tại!","đóng file hiện tại",control_device,train
749,"Mở Facebook!","mở facebook",control_device,train
750,"Tắt trình duyệt!","tắt trình duyệt",control_device,train
751,"Nhắc tôi xem phim vào tối nay.","nhắc tôi xem phim vào tối nay",calendar,train
752,"Tạo lịch ăn tối lúc 7 giờ.","tạo lịch ăn tối lúc 7 giờ",calendar,train
753,"Cách kéo dài tuổi thọ pin điện thoại?","cách kéo dài tuổi thọ pin điện thoại",qa,train
754,"Ngôn ngữ Python có tác dụng gì?","ngôn ngữ python có tác dụng gì",qa,train
755,"Tôi muốn tăng cân.","tôi muốn tăng cân",personalize,train
756,"Cuối tuần tôi thường đi bộ.","cuối tuần tôi thường đi bộ",personalize,train
757,"Tôi thường order đồ ăn online.","tôi thường order đồ ăn online",personalize,train
758,"Tôi muốn tập thể dục mỗi ngày.","tôi muốn tập thể dục mỗi ngày",personalize,train
759,"Nhắc tôi họp nhóm vào sáng mai.","nhắc tôi họp nhóm vào sáng mai",calendar,train
760,"Lên lịch thanh toán tiền nước.","lên lịch thanh toán tiền nước",calendar,train
761,"Lên lịch họp online ngày mai.","lên lịch họp online ngày mai",calendar,train
762,"Tại sao cần học ngoại ngữ?","tại sao cần học ngoại ngữ",qa,train
763,"Có lịch nào sắp diễn ra không?","có lịch nào sắp diễn ra không",calendar,train
764,"Tạo lịch video call lúc 9 giờ tối.","tạo lịch video call lúc 9 giờ tối",calendar,train
765,"Lưu giờ ăn sáng của tôi.","lưu giờ ăn sáng của tôi",personalize,train
766,"Bật lại thông báo!","bật lại thông báo",control_device,train
767,"Lịch tháng này của tôi ra sao?","lịch tháng này của tôi ra sao",calendar,train
768,"Tôi thường đi ngủ sau 12 giờ.","tôi thường đi ngủ sau 12 giờ",personalize,train
769,"Thêm lịch gọi điện cho mẹ tối nay.","thêm lịch gọi điện cho mẹ tối nay",calendar,train
770,"Sáng thứ bảy có rảnh không?","sáng thứ bảy có rảnh không",calendar,train
771,"Mở ứng dụng camera!","mở ứng dụng camera",control_device,train
772,"Cách học nhanh hơn là gì?","cách học nhanh hơn là gì",qa,train
773,"Cách kiểm tra xe trước khi đi xa?","cách kiểm tra xe trước khi đi xa",qa,train
774,"Lên lịch khám sức khỏe ngày 15 tháng sau.","lên lịch khám sức khỏe ngày 15 tháng sau",calendar,train
775,"Cuối tuần này có bận không?","cuối tuần này có bận không",calendar,train
776,"Lịch ngày 30/3 thế nào?","lịch ngày 30/3 thế nào",calendar,train
777,"Trường học của tôi là Trường Đại học Khoa học Tự nhiên.","trường học của tôi là trường đại học khoa học tự nhiên",personalize,train
778,"Thêm lịch giùm tôi.","thêm lịch giùm tôi",calendar,train
779,"Sáng mai tôi có việc gì không?","sáng mai tôi có việc gì không",calendar,train
780,"Vì sao cần đội mũ bảo hiểm?","vì sao cần đội mũ bảo hiểm",qa,train
781,"Đổi tên file!","đổi tên file",control_device,train
782,"Tắt âm thanh!","tắt âm thanh",control_device,train
783,"Tôi hay bật wifi cả ngày.","tôi hay bật wifi cả ngày",personalize,train
784,"Khởi động lại thiết bị!","khởi động lại thiết bị",control_device,train
785,"Tại sao nước biển mặn?","tại sao nước biển mặn",qa,train
786,"Tôi có lịch gì chiều nay?","tôi có lịch gì chiều nay",calendar,train
787,"Tắt flashlight!","tắt flashlight",control_device,train
788,"Buổi sáng tôi làm việc tốt nhất.","buổi sáng tôi làm việc tốt nhất",personalize,train
789,"Thêm lịch chuyển tiền vào sáng mai.","thêm lịch chuyển tiền vào sáng mai",calendar,train
790,"Cloud computing hoạt động như thế nào?","cloud computing hoạt động như thế nào",qa,train
791,"Tôi thích đi đường ít kẹt xe.","tôi thích đi đường ít kẹt xe",personalize,train
792,"Nhớ điều này cho tôi.","nhớ điều này cho tôi",personalize,train
793,"Tắt tất cả ứng dụng Office!","tắt tất cả ứng dụng office",control_device,train
794,"Tôi cần deadline cụ thể để làm việc.","tôi cần deadline cụ thể để làm việc",personalize,train
795,"Nhắc tôi gọi cho bạn vào ngày mai.","nhắc tôi gọi cho bạn vào ngày mai",calendar,train
796,"Khởi động terminal!","khởi động terminal",control_device,train
797,"Sông nào dài nhất trên thế giới vậy?","sông nào dài nhất trên thế giới vậy",qa,train
798,"Đăng xuất tài khoản!","đăng xuất tài khoản",control_device,train
799,"Thoát Word!","thoát word",control_device,train
800,"Mở thư mục desktop!","mở thư mục desktop",control_device,train
801,"Nhắc tôi uống nước mỗi 2 tiếng.","nhắc tôi uống nước mỗi 2 tiếng",calendar,train
802,"Ghi nhớ lịch trình của tôi.","ghi nhớ lịch trình của tôi",personalize,train
803,"Lãi suất ngân hàng là gì?","lãi suất ngân hàng là gì",qa,train
804,"Nhà tôi ở Bắc Ninh.","nhà tôi ở bắc ninh",personalize,train
805,"Thêm lịch thi ngày mai.","thêm lịch thi ngày mai",calendar,train
806,"Vì sao cơ thể cần protein để phát triển?","vì sao cơ thể cần protein để phát triển",qa,train
807,"Tôi thích học vào buổi tối.","tôi thích học vào buổi tối",personalize,train
808,"Nhắc tôi kiểm tra email sau 1 giờ.","nhắc tôi kiểm tra email sau 1 giờ",calendar,train
809,"Cho tôi xem các lịch sắp tới.","cho tôi xem các lịch sắp tới",calendar,train
810,"Tại sao nên học từ vựng theo ngữ cảnh?","tại sao nên học từ vựng theo ngữ cảnh",qa,train
811,"Làm sao để lái xe an toàn?","làm sao để lái xe an toàn",qa,train
812,"Sustainable là gì vậy?","sustainable là gì vậy",qa,train
813,"Thêm ca chạy đơn buổi trưa.","thêm ca chạy đơn buổi trưa",calendar,train
814,"Ngày 30 tháng 3 tôi có lịch gì?","ngày 30 tháng 3 tôi có lịch gì",calendar,train
815,"Khi nào cần thay lốp xe?","khi nào cần thay lốp xe",qa,train
816,"Tắt màn hình ngay!","tắt màn hình ngay",control_device,train
817,"Dữ liệu lớn nghĩa là gì?","dữ liệu lớn nghĩa là gì",qa,train
818,"Tôi không thích làm việc nhóm.","tôi không thích làm việc nhóm",personalize,train
819,"Tuần sau tôi có lịch gì?","tuần sau tôi có lịch gì",calendar,train
820,"Tôi dễ mất tập trung vào buổi chiều.","tôi dễ mất tập trung vào buổi chiều",personalize,train
821,"Tạo lịch đi dạo vào buổi tối.","tạo lịch đi dạo vào buổi tối",calendar,train
822,"Tại sao ngủ đủ giấc lại giúp tăng trí nhớ?","tại sao ngủ đủ giấc lại giúp tăng trí nhớ",qa,train
823,"Vì sao cần ôn tập thường xuyên?","vì sao cần ôn tập thường xuyên",qa,train
824,"Cuối tuần này lịch trình thế nào?","cuối tuần này lịch trình thế nào",calendar,train
825,"Vì sao tập thể dục giúp giảm stress?","vì sao tập thể dục giúp giảm stress",qa,train
826,"Chuyển sang ứng dụng khác!","chuyển sang ứng dụng khác",control_device,train
827,"Lên lịch luyện đề vào cuối tuần.","lên lịch luyện đề vào cuối tuần",calendar,train
828,"Ghi lại thói quen ngủ trưa của tôi.","ghi lại thói quen ngủ trưa của tôi",personalize,train
829,"Tôi đang học lập trình Python.","tôi đang học lập trình python",personalize,train
830,"Cách ChatGPT trả lời câu hỏi?","cách chatgpt trả lời câu hỏi",qa,train
831,"Chạy ứng dụng camera trước!","chạy ứng dụng camera trước",control_device,train
832,"Mở ứng dụng gọi video!","mở ứng dụng gọi video",control_device,train
833,"Bật dark mode là phù hợp với tôi.","bật dark mode là phù hợp với tôi",personalize,train
834,"Diện tích Việt Nam là bao nhiêu?"," diện tích việt nam là bao nhiêu",qa,train
835,"Lên lịch sửa đồ vào cuối tuần.","lên lịch sửa đồ vào cuối tuần",calendar,train
836,"Bật lại nhạc!","bật lại nhạc",control_device,train
837,"Lên lịch chạy ShopeeFood từ 11h đến 14h.","lên lịch chạy shopeefood từ 11h đến 14h",calendar,train
838,"Nhắc tôi đi chợ sáng mai.","nhắc tôi đi chợ sáng mai",calendar,train
839,"Nước chiếm bao nhiêu phần trăm cơ thể?","nước chiếm bao nhiêu phần trăm cơ thể",qa,train
840,"Nhớ tắt đèn sau nửa đêm.","nhớ tắt đèn sau nửa đêm",personalize,train
841,"Tại sao cần ăn rau?","tại sao cần ăn rau",qa,train
842,"Tạo lịch chi tiêu hàng tháng.","tạo lịch chi tiêu hàng tháng",calendar,train
843,"Thói quen nào giúp tăng năng suất làm việc?","thói quen nào giúp tăng năng suất làm việc",qa,train
844,"Tạo lịch nghỉ ngơi cuối tuần.","tạo lịch nghỉ ngơi cuối tuần",calendar,train
845,"Ngày mai có cuộc họp không?","ngày mai có cuộc họp không",calendar,train
846,"Lập lịch đi chơi vào cuối tuần.","lập lịch đi chơi vào cuối tuần",calendar,train
847,"Hãy nhớ tôi hay đặt đồ ăn qua ShopeeFood.","hãy nhớ tôi hay đặt đồ ăn qua shopeefood",personalize,train
848,"Tạo lịch đóng tiền điện cuối tháng.","tạo lịch đóng tiền điện cuối tháng",calendar,train
849,"Ghi lại thông tin cá nhân của tôi.","ghi lại thông tin cá nhân của tôi",personalize,train
850,"Làm sao để chiên trứng không dính chảo?","làm sao để chiên trứng không dính chảo",qa,train
851,"Nhắc tôi làm bài reading IELTS chủ nhật.","nhắc tôi làm bài reading ielts chủ nhật",calendar,train
852,"Đóng Chrome!","đóng chrome",control_device,train
853,"Nhớ là tôi hay dùng máy tính buổi tối.","nhớ là tôi hay dùng máy tính buổi tối",personalize,train
854,"Tôi thích xem phim hành động.","tôi thích xem phim hành động",personalize,train
855,"Tôi không ăn được đậu phộng.","tôi không ăn được đậu phộng",personalize,train
856,"Ghi lại là tôi hay đi bộ buổi sáng.","ghi lại là tôi hay đi bộ buổi sáng",personalize,train
857,"Đóng hết cửa sổ đang mở!","đóng hết cửa sổ đang mở",control_device,train
858,"Nhắc tôi thanh toán hóa đơn tối nay.","nhắc tôi thanh toán hóa đơn tối nay",calendar,train
859,"Chuyển người dùng!","chuyển người dùng",control_device,train
860,"Tôi thường uống trà buổi tối.","tôi thường uống trà buổi tối",personalize,train
861,"Hôm nay có gì cần làm không?","hôm nay có gì cần làm không",calendar,train
862,"Tạo lịch học vẽ vào cuối tuần.","tạo lịch học vẽ vào cuối tuần",calendar,train
863,"Mở máy tính!","mở máy tính",control_device,train
864,"Mở chế độ máy bay!","mở chế độ máy bay",control_device,train
865,"Tại sao procrastination xảy ra?","tại sao procrastination xảy ra",qa,train
866,"Quốc gia nào có diện tích lớn nhất?","quốc gia nào có diện tích lớn nhất",qa,train
867,"Nhắc tôi đi đá bóng cuối tuần.","nhắc tôi đi đá bóng cuối tuần",calendar,train
868,"Đóng ứng dụng Facebook!","đóng ứng dụng facebook",control_device,train
869,"Tôi làm việc hiệu quả nhất vào ban đêm.","tôi làm việc hiệu quả nhất vào ban đêm",personalize,train
870,"Ăn chuối có lợi gì cho sức khỏe?","ăn chuối có lợi gì cho sức khỏe",qa,train
871,"Tôi thích không gian yên tĩnh.","tôi thích không gian yên tĩnh",personalize,train
872,"Lên lịch gặp bạn vào ngày mai.","lên lịch gặp bạn vào ngày mai",calendar,train
873,"Vì sao kim loại dẫn điện tốt?","vì sao kim loại dẫn điện tốt",qa,train
874,"Chiều nay có việc gì không?","chiều nay có việc gì không",calendar,train
875,"Tôi đang học tiếng Anh để thi IELTS.","tôi đang học tiếng anh để thi ielts",personalize,train
876,"Tìm đường về nhà!","tìm đường về nhà",control_device,train
877,"Xe máy nên thay dầu bao lâu một lần?","xe máy nên thay dầu bao lâu một lần",qa,train
878,"Khi nào tôi không có lịch?","khi nào tôi không có lịch",calendar,train
879,"Cách tăng chiều cao tự nhiên?","cách tăng chiều cao tự nhiên",qa,train
880,"Tôi thường nghe nhạc bằng tai nghe.","tôi thường nghe nhạc bằng tai nghe",personalize,train
881,"Hôm nay có phải nộp bài Python không?","hôm nay có phải nộp bài python không",calendar,train
882,"Tạo một sự kiện mới vào ngày mai.","tạo một sự kiện mới vào ngày mai",calendar,train
883,"Khi nào đến giờ học IELTS?","khi nào đến giờ học ielts",calendar,train
884,"Tại sao cần bảo mật tài khoản?","tại sao cần bảo mật tài khoản",qa,train
885,"Tiếp tục phát bài hát!","tiếp tục phát bài hát",control_device,train
886,"Tiếp tục video!","tiếp tục video",control_device,train
887,"Thêm lịch mua đồ gia dụng.","thêm lịch mua đồ gia dụng",calendar,train
888,"Bật bluetooth!","bật bluetooth",control_device,train
889,"Tôi thích dùng chế độ tối khi làm việc.","tôi thích dùng chế độ tối khi làm việc",personalize,train
890,"Giá vàng hôm nay bao nhiêu tiền?","giá vàng hôm nay bao nhiêu tiền",qa,train
891,"Tìm kiếm file trên máy!","tìm kiếm file trên máy",control_device,train
892,"Tắt dữ liệu mạng!","tắt dữ liệu mạng",control_device,train
893,"Nhắc tôi đi ăn với bạn vào tối nay.","nhắc tôi đi ăn với bạn vào tối nay",calendar,train
894,"Đặt lịch họp vào 14 giờ.","đặt lịch họp vào 14 giờ",calendar,train
895,"Tôi không thích ồn ào.","tôi không thích ồn ào",personalize,train
896,"Nhắc tôi sạc xe tối nay.","nhắc tôi sạc xe tối nay",calendar,train
897,"Tại sao cần cân bằng công việc và cuộc sống?","tại sao cần cân bằng công việc và cuộc sống",qa,train
898,"Nhắc tôi đi siêu thị lúc 6 giờ chiều.","nhắc tôi đi siêu thị lúc 6 giờ chiều",calendar,train
899,"Tắt trình duyệt hiện tại!","tắt trình duyệt hiện tại",control_device,train
900,"Nhắc tôi họp lúc 9 giờ sáng mai.","nhắc tôi họp lúc 9 giờ sáng mai",calendar,train
901,"Cách tránh lừa đảo trên mạng?","cách tránh lừa đảo trên mạng",qa,train
902,"Tôi bị dị ứng với đậu phộng.","tôi bị dị ứng với đậu phộng",personalize,train
903,"Nhắc tôi gọi điện vào cuối tuần.","nhắc tôi gọi điện vào cuối tuần",calendar,train
904,"Mở Spotify!","mở spotify",control_device,train
905,"Nhắc tôi nộp báo cáo vi điều khiển vào thứ hai.","nhắc tôi nộp báo cáo vi điều khiển vào thứ hai",calendar,train
906,"Uống đủ nước có tác dụng gì?","uống đủ nước có tác dụng gì",qa,train
907,"Lịch tháng này có gì đáng chú ý?","lịch tháng này có gì đáng chú ý",calendar,train
908,"Vì sao con người cần nghỉ ngơi?","vì sao con người cần nghỉ ngơi",qa,train
909,"Chạy Spotify!","chạy spotify",control_device,train
910,"Mở notepad!","mở notepad",control_device,train
911,"Tại sao trọng lực giữ chúng ta trên mặt đất?","tại sao trọng lực giữ chúng ta trên mặt đất",qa,train
912,"Tôi đang trong chế độ giảm cân.","tôi đang trong chế độ giảm cân",personalize,train
913,"Ngày mai có phải đi làm không?","ngày mai có phải đi làm không",calendar,train
914,"Bạn nhớ giúp tôi nhé.","bạn nhớ giúp tôi nhé",personalize,train
915,"Trong tuần này tôi rảnh lúc nào?","trong tuần này tôi rảnh lúc nào",calendar,train
916,"Lưu cài đặt âm thanh vòm cho tai nghe.","lưu cài đặt âm thanh vòm cho tai nghe",personalize,train
917,"Thứ hai tới có lịch gì không?","thứ hai tới có lịch gì không",calendar,train
918,"Mở Zalo!","mở zalo",control_device,train
919,"Lên lịch luyện nói IELTS vào buổi tối.","lên lịch luyện nói ielts vào buổi tối",calendar,train
920,"Nhớ giúp tôi những điều này.","nhớ giúp tôi những điều này",personalize,train
921,"Đặc sản Bắc Ninh là gì nhỉ?","đặc sản bắc ninh là gì nhỉ",qa,train
922,"GPU dùng để làm gì trong AI?","gpu dùng để làm gì trong ai",qa,train
923,"Tuần này có việc gì quan trọng không?","tuần này có việc gì quan trọng không",calendar,train
924,"Tôi đi xe điện mỗi ngày.","tôi đi xe điện mỗi ngày",personalize,train
925,"Giảm độ sáng xuống chút!","giảm độ sáng xuống chút",control_device,train
926,"Tại sao cơ thể cần vitamin D?","tại sao cơ thể cần vitamin d",qa,train
927,"Sáng nay tôi có bận không?","sáng nay tôi có bận không",calendar,validation
928,"Khi nào nên bắt đầu đầu tư?","khi nào nên bắt đầu đầu tư",qa,validation
929,"Cho tôi biết lúc nào tôi rảnh.","cho tôi biết lúc nào tôi rảnh",calendar,validation
330,"Tại sao học ngữ pháp quan trọng?","tại sao học ngữ pháp quan trọng",qa,validation
931,"Âm lịch hôm nay là ngày bao nhiêu?","âm lịch hôm nay là ngày bao nhiêu",qa,validation
932,"Nhiệt độ ảnh hưởng đến con người ra sao?","nhiệt độ ảnh hưởng đến con người ra sao",qa,validation
933,"Nhắc tôi kiểm tra email sáng mai.","nhắc tôi kiểm tra email sáng mai",calendar,validation
934,"Tại sao nên đọc sách?","tại sao nên đọc sách",qa,validation
935,"Xem calendar!","xem calendar",control_device,validation
936,"Kết thúc cuộc gọi!","kết thúc cuộc gọi",control_device,validation
937,"Phát wifi từ điện thoại!","phát wifi từ điện thoại",control_device,validation
938,"Tại sao nhiệt độ ảnh hưởng đến vật chất?","tại sao nhiệt độ ảnh hưởng đến vật chất",qa,validation
939,"Lưu sở thích của tôi.","lưu sở thích của tôi",personalize,validation
940,"Lên lịch tập gym chiều nay.","lên lịch tập gym chiều nay",calendar,validation
941,"Nhắc tôi uống nước mỗi 2 giờ.","nhắc tôi uống nước mỗi 2 giờ",calendar,validation
942,"Present perfect dùng khi nào?","present perfect dùng khi nào",qa,validation
943,"Tôi có rảnh ngày mai không?","tôi có rảnh ngày mai không",calendar,validation
944,"Tôi thường làm việc theo kế hoạch.","tôi thường làm việc theo kế hoạch",personalize,validation
945,"Tạo nhắc nhở uống thuốc.","tạo nhắc nhở uống thuốc",calendar,validation
946,"Tuần này có bận không?","tuần này có bận không",calendar,validation
947,"Cách bảo dưỡng xe định kỳ?","cách bảo dưỡng xe định kỳ",qa,validation
948,"Số pi bằng bao nhiêu vậy?","số pi bằng bao nhiêu vậy",qa,validation
949,"Thêm sự kiện đi chơi tối nay.","thêm sự kiện đi chơi tối nay",calendar,validation
950,"Thủ đô của Nhật là gì?","thủ đô của nhật là gì",qa,validation
951,"Truy cập Facebook!","truy cập facebook",control_device,validation
952,"Xóa ảnh vừa chụp!","xóa ảnh vừa chụp",control_device,validation
953,"Tôi ưu tiên dùng điện thoại.","tôi ưu tiên dùng điện thoại",personalize,validation
954,"Tôi thích ăn đồ ngọt.","tôi thích ăn đồ ngọt",personalize,validation
955,"Làm sao để tập trung tốt hơn?","làm sao để tập trung tốt hơn",qa,validation
956,"Tạm dừng bài hát!","tạm dừng bài hát",control_device,validation
957,"Thêm lịch đi du lịch cuối tháng.","thêm lịch đi du lịch cuối tháng",calendar,validation
958,"Cách kiểm tra tốc độ mạng?","cách kiểm tra tốc độ mạng",qa,validation
959,"Cách giảm cân an toàn là gì?","cách giảm cân an toàn là gì",qa,by_pass_validation
960,"Đóng ứng dụng Zalo!","đóng ứng dụng zalo",control_device,test
961,"Tôi có rảnh hôm nay không?","tôi có rảnh hôm nay không",calendar,test
962,"Thêm lịch gặp bạn lúc 8h.","thêm lịch gặp bạn lúc 8h",calendar,test
963,"Tôi thích ăn đồ cay.","tôi thích ăn đồ cay",personalize,test
964,"Tôi cần yên tĩnh để tập trung.","tôi cần yên tĩnh để tập trung",personalize,test
965,"Buổi thực hành vi điều khiển bắt đầu lúc mấy giờ?","buổi thực hành vi điều khiển bắt đầu lúc mấy giờ",calendar,test
966,"Tại sao HTTPS an toàn hơn HTTP?","tại sao https an toàn hơn http",qa,test
967,"Tắt tiếng đi!","tắt tiếng đi",control_device,test
968,"Nấu cơm bằng nồi điện mất bao lâu?","nấu cơm bằng nồi điện mất bao lâu",qa,test
969,"Tháng này có bận không?","tháng này có bận không",calendar,test
970,"Quay video!","quay video",control_device,test
971,"Tắt âm thanh hệ thống!","tắt âm thanh hệ thống",control_device,test
972,"Khởi động Excel!","khởi động excel",control_device,test
973,"Thêm lịch xem phim tối nay.","thêm lịch xem phim tối nay",calendar,test
974,"1 inch bằng bao nhiêu cm vậy?","1 inch bằng bao nhiêu cm vậy",qa,test
975,"Vào phần settings!","vào phần settings",control_device,test
976,"Tuần này có lịch học không?","tuần này có lịch học không",calendar,test
977,"Khởi động bản đồ!","khởi động bản đồ",control_device,test
978,"Thời gian nướng thịt bao lâu là chín?","thời gian nướng thịt bao lâu là chín",qa,test
979,"Khóa thiết bị!","khóa thiết bị",control_device,test
980,"Ngày mai có lịch học không?","ngày mai có lịch học không",calendar,test
981,"Núi cao nhất ở Việt Nam là gì?","núi cao nhất ở việt nam là gì",qa,test
982,"Có cuộc họp nào hôm nay không?","có cuộc họp nào hôm nay không",calendar,test
983,"Dừng video lại!","dừng video lại",control_device,test
984,"Nhớ là tôi hay đi tập gym buổi chiều.","nhớ là tôi hay đi tập gym buổi chiều",personalize,test
985,"Lịch bảo dưỡng xe là khi nào?","lịch bảo dưỡng xe là khi nào",calendar,test
