id,raw_text,normalized_text,label,split,normalized_no_accent
1317,Mai có cuộc họp nào không ta?,mai có cuộc họp nào không ta,calendar,train,mai co cuoc hop nao khong ta
1277,Tôi thích nhạc chill.,tôi thích nhạc chill,personalize,train,toi thich nhac chill
424,Thế nào là kỹ năng mềm?,thế nào là kỹ năng mềm,qa,train,the nao la ky nang mem
813,Thêm ca chạy đơn buổi trưa.,thêm ca chạy đơn buổi trưa,calendar,validation,them ca chay đon buoi trua
1550,Camera điện thoại lấy nét kiểu gì?,camera điện thoại lấy nét kiểu gì,qa,train,camera đien thoai lay net kieu gi
1349,Đặt lịch học nhóm lúc 2h chiều.,đặt lịch học nhóm lúc h chiều,calendar,train,đat lich hoc nhom luc h chieu
447,Tôi thích không gian mát mẻ.,tôi thích không gian mát mẻ,personalize,test,toi thich khong gian mat me
756,Cuối tuần tôi thường đi bộ.,cuối tuần tôi thường đi bộ,personalize,train,cuoi tuan toi thuong đi bo
1433,Semantic retrieval khác database search thường sao?,semantic retrieval khác database search thường sao,qa,train,semantic retrieval khac database search thuong sao
126,Tôi không thích thông báo bằng âm thanh.,tôi không thích thông báo bằng âm thanh,personalize,train,toi khong thich thong bao bang am thanh
788,Buổi sáng tôi làm việc tốt nhất.,buổi sáng tôi làm việc tốt nhất,personalize,test,buoi sang toi lam viec tot nhat
638,Vì sao âm thanh truyền được trong không khí?,vì sao âm thanh truyền được trong không khí,qa,train,vi sao am thanh truyen đuoc trong khong khi
353,Lên lịch kiểm tra hệ thống.,lên lịch kiểm tra hệ thống,calendar,train,len lich kiem tra he thong
357,Mùa hè ngày dài hơn đêm vì sao?,mùa hè ngày dài hơn đêm vì sao,qa,train,mua he ngay dai hon đem vi sao
188,Tại sao đầu tư có rủi ro?,tại sao đầu tư có rủi ro,qa,test,tai sao đau tu co rui ro
522,Ngày mai có kế hoạch gì?,ngày mai có kế hoạch gì,calendar,train,ngay mai co ke hoach gi
1031,FastAPI là gì?,fastapi là gì,qa,train,fastapi la gi
724,Tháng này tôi có lịch gì?,tháng này tôi có lịch gì,calendar,train,thang nay toi co lich gi
716,Tiếp tục phát nhạc!,tiếp tục phát nhạc,control_device,train,tiep tuc phat nhac
76,Cách tăng năng suất làm việc?,cách tăng năng suất làm việc,qa,train,cach tang nang suat lam viec
650,Mở Task Manager!,mở task manager,control_device,train,mo task manager
49,Chạy cmd!,chạy cmd,control_device,validation,chay cmd
1164,Đồ uống yêu thích của tôi là trà sữa.,đồ uống yêu thích của tôi là trà sữa,personalize,train,đo uong yeu thich cua toi la tra sua
1458,Redis hoạt động kiểu gì?,redis hoạt động kiểu gì,qa,test,redis hoat đong kieu gi
529,Nhớ nhắc tôi học bài lúc 8h.,nhớ nhắc tôi học bài lúc h,calendar,train,nho nhac toi hoc bai luc h
1237,Transformer model hoạt động sao?,transformer model hoạt động sao,qa,train,transformer model hoat đong sao
885,Tiếp tục phát bài hát!,tiếp tục phát bài hát,control_device,train,tiep tuc phat bai hat
1245,Lịch tuần này của tôi thế nào?,lịch tuần này của tôi thế nào,calendar,train,lich tuan nay cua toi the nao
296,Vitamin C có tác dụng gì?,vitamin c có tác dụng gì,qa,validation,vitamin c co tac dung gi
1246,Hủy reminder vừa thêm.,hủy reminder vừa thêm,calendar,train,huy reminder vua them
539,Tăng độ sáng màn hình lên!,tăng độ sáng màn hình lên,control_device,train,tang đo sang man hinh len
1243,Xóa cuộc hẹn sáng mai.,xóa cuộc hẹn sáng mai,calendar,train,xoa cuoc hen sang mai
1155,Tôi 21 tuổi.,tôi tuổi,personalize,train,toi tuoi
1110,Int8 là gì?,int là gì,qa,train,int la gi
1225,Deep neural network là gì?,deep neural network là gì,qa,train,deep neural network la gi
149,Hello!,hello,qa,train,hello
1256,Cancel cuộc họp ngày mai.,cancel cuộc họp ngày mai,calendar,train,cancel cuoc hop ngay mai
832,Mở ứng dụng gọi video!,mở ứng dụng gọi video,control_device,train,mo ung dung goi video
669,Kích hoạt chế độ im lặng!,kích hoạt chế độ im lặng,control_device,train,kich hoat che đo im lang
828,Ghi lại thói quen ngủ trưa của tôi.,ghi lại thói quen ngủ trưa của tôi,personalize,test,ghi lai thoi quen ngu trua cua toi
439,Tôi không ăn quá mặn.,tôi không ăn quá mặn,personalize,train,toi khong an qua man
254,Lịch thi đấu bóng đá hôm nay?,lịch thi đấu bóng đá hôm nay,qa,train,lich thi đau bong đa hom nay
28,Làm sao cải thiện kỹ năng listening?,làm sao cải thiện kỹ năng listening,qa,validation,lam sao cai thien ky nang listening
459,Thời tiết hôm nay thế nào?,thời tiết hôm nay thế nào,qa,validation,thoi tiet hom nay the nao
465,Tính diện tích hình tròn như thế nào?,tính diện tích hình tròn như thế nào,qa,train,tinh dien tich hinh tron nhu the nao
1283,Truy cập Messenger!,truy cập messenger,control_device,validation,truy cap messenger
1463,Chatbot hiểu câu hỏi kiểu gì?,chatbot hiểu câu hỏi kiểu gì,qa,train,chatbot hieu cau hoi kieu gi
1341,Mai còn cuộc hẹn nào không?,mai còn cuộc hẹn nào không,calendar,train,mai con cuoc hen nao khong
587,Sông dài nhất thế giới là sông nào?,sông dài nhất thế giới là sông nào,qa,train,song dai nhat the gioi la song nao
348,Trong ngày hôm nay tôi rảnh lúc nào?,trong ngày hôm nay tôi rảnh lúc nào,calendar,train,trong ngay hom nay toi ranh luc nao
1495,Mai nhớ gọi tôi dậy nha chứ tôi sợ ngủ quên.,mai nhớ gọi tôi dậy nha chứ tôi sợ ngủ quên,calendar,train,mai nho goi toi day nha chu toi so ngu quen
1413,Tôi thường order đồ ăn khuya.,tôi thường order đồ ăn khuya,personalize,train,toi thuong order đo an khuya
875,Tôi đang học tiếng Anh để thi IELTS.,tôi đang học tiếng anh để thi ielts,personalize,test,toi đang hoc tieng anh đe thi ielts
227,Khóa điện thoại ngay!,khóa điện thoại ngay,control_device,train,khoa đien thoai ngay
654,Tôi thích sống tối giản.,tôi thích sống tối giản,personalize,test,toi thich song toi gian
791,Tôi thích đi đường ít kẹt xe.,tôi thích đi đường ít kẹt xe,personalize,train,toi thich đi đuong it ket xe
289,Sự khác nhau giữa tiết kiệm và đầu tư?,sự khác nhau giữa tiết kiệm và đầu tư,qa,train,su khac nhau giua tiet kiem va đau tu
1203,Open GitHub!,open github,control_device,train,open github
700,Nhắc tôi đi họp lúc 10 giờ.,nhắc tôi đi họp lúc giờ,calendar,train,nhac toi đi hop luc gio
1251,Xóa lịch đi chơi cuối tuần.,xóa lịch đi chơi cuối tuần,calendar,train,xoa lich đi choi cuoi tuan
641,Nhắc tôi uống thuốc tối nay.,nhắc tôi uống thuốc tối nay,calendar,train,nhac toi uong thuoc toi nay
531,Ghi lại là tôi không uống được đá lạnh.,ghi lại là tôi không uống được đá lạnh,personalize,train,ghi lai la toi khong uong đuoc đa lanh
995,Cách làm trà sữa tại nhà?,cách làm trà sữa tại nhà,qa,train,cach lam tra sua tai nha
283,Tạo lịch họp lúc 9h sáng.,tạo lịch họp lúc h sáng,calendar,validation,tao lich hop luc h sang
1157,Tôi sống ở Hà Nội.,tôi sống ở hà nội,personalize,train,toi song o ha noi
175,Tạo lịch làm việc giao hàng tối thứ sáu.,tạo lịch làm việc giao hàng tối thứ sáu,calendar,validation,tao lich lam viec giao hang toi thu sau
21,Tại sao cần lập kế hoạch mỗi ngày?,tại sao cần lập kế hoạch mỗi ngày,qa,train,tai sao can lap ke hoach moi ngay
763,Có lịch nào sắp diễn ra không?,có lịch nào sắp diễn ra không,calendar,train,co lich nao sap dien ra khong
1387,Nhắc tui học AI lúc 8 giờ tối.,nhắc tui học ai lúc giờ tối,calendar,train,nhac tui hoc ai luc gio toi
1051,Speech to text là gì?,speech to text là gì,qa,train,speech to text la gi
141,Nhắc tôi dọn bàn làm việc.,nhắc tôi dọn bàn làm việc,calendar,train,nhac toi don ban lam viec
507,Mở PyCharm!,mở pycharm,control_device,train,mo pycharm
626,Tôi có mấy cuộc họp ngày mai?,tôi có mấy cuộc họp ngày mai,calendar,train,toi co may cuoc hop ngay mai
1278,Nói chuyện formal hơn nhé.,nói chuyện formal hơn nhé,personalize,train,noi chuyen formal hon nhe
1372,Vào drive giúp cái!,vào drive giúp cái,control_device,test,vao drive giup cai
108,Ghi lại thói quen tập gym của tôi.,ghi lại thói quen tập gym của tôi,personalize,train,ghi lai thoi quen tap gym cua toi
514,Tạo lịch dọn dẹp nhà cửa.,tạo lịch dọn dẹp nhà cửa,calendar,test,tao lich don dep nha cua
20,Tắt camera!,tắt camera,control_device,train,tat camera
440,Bỏ chế độ máy bay!,bỏ chế độ máy bay,control_device,test,bo che đo may bay
983,Dừng video lại!,dừng video lại,control_device,train,dung video lai
324,Tại sao thiền giúp giảm căng thẳng?,tại sao thiền giúp giảm căng thẳng,qa,train,tai sao thien giup giam cang thang
955,Làm sao để tập trung tốt hơn?,làm sao để tập trung tốt hơn,qa,train,lam sao đe tap trung tot hon
557,Tắt màn hình!,tắt màn hình,control_device,train,tat man hinh
138,Ngày mốt có việc gì không?,ngày mốt có việc gì không,calendar,test,ngay mot co viec gi khong
435,Tôi thích theo dõi tin tức chứng khoán.,tôi thích theo dõi tin tức chứng khoán,personalize,train,toi thich theo doi tin tuc chung khoan
1004,Quay lại bài trước!,quay lại bài trước,control_device,test,quay lai bai truoc
1427,RAG có cần fine tuning không?,rag có cần fine tuning không,qa,train,rag co can fine tuning khong
63,Tạo lịch đọc báo lúc 7 giờ sáng.,tạo lịch đọc báo lúc giờ sáng,calendar,train,tao lich đoc bao luc gio sang
1442,Machine learning hoạt động sao?,machine learning hoạt động sao,qa,train,machine learning hoat đong sao
279,Tháng này có sự kiện nào không?,tháng này có sự kiện nào không,calendar,train,thang nay co su kien nao khong
965,Buổi thực hành vi điều khiển bắt đầu lúc mấy giờ?,buổi thực hành vi điều khiển bắt đầu lúc mấy giờ,calendar,test,buoi thuc hanh vi đieu khien bat đau luc may gio
1205,Gmail giúp tôi!,gmail giúp tôi,control_device,validation,gmail giup toi
563,Tại sao lá cây có màu xanh?,tại sao lá cây có màu xanh,qa,train,tai sao la cay co mau xanh
1001,Việc tiếp theo tôi cần làm là gì?,việc tiếp theo tôi cần làm là gì,calendar,train,viec tiep theo toi can lam la gi
656,Hôm nay ngày mấy âm lịch?,hôm nay ngày mấy âm lịch,qa,train,hom nay ngay may am lich
798,Đăng xuất tài khoản!,đăng xuất tài khoản,control_device,train,đang xuat tai khoan
1195,Mở Google Sheet!,mở google sheet,control_device,train,mo google sheet
1179,Open YouTube!,open youtube,control_device,validation,open youtube
204,Thêm lịch học guitar tối nay.,thêm lịch học guitar tối nay,calendar,train,them lich hoc guitar toi nay
1071,OOP là gì?,oop là gì,qa,train,oop la gi
1190,Tìm video python trên YouTube!,tìm video python trên youtube,control_device,train,tim video python tren youtube
696,Tắt tất cả ứng dụng!,tắt tất cả ứng dụng,control_device,train,tat tat ca ung dung
1556,Vì sao stress làm khó ngủ?,vì sao stress làm khó ngủ,qa,train,vi sao stress lam kho ngu
1080,Internet of Things là gì?,internet of things là gì,qa,train,internet of things la gi
1210,Vì sao cần database?,vì sao cần database,qa,train,vi sao can database
102,Nhớ là tôi đang tìm hiểu Python.,nhớ là tôi đang tìm hiểu python,personalize,train,nho la toi đang tim hieu python
123,Tại sao xe điện thân thiện môi trường?,tại sao xe điện thân thiện môi trường,qa,train,tai sao xe đien than thien moi truong
27,Mở trình duyệt web!,mở trình duyệt web,control_device,train,mo trinh duyet web
22,Tôi hay lập kế hoạch trước.,tôi hay lập kế hoạch trước,personalize,train,toi hay lap ke hoach truoc
443,Mở file PDF!,mở file pdf,control_device,validation,mo file pdf
216,Thoát Zalo!,thoát zalo,control_device,train,thoat zalo
607,Vì sao con người cần giao tiếp xã hội?,vì sao con người cần giao tiếp xã hội,qa,train,vi sao con nguoi can giao tiep xa hoi
591,Ai là tổng thống Mỹ?,ai là tổng thống mỹ,qa,train,ai la tong thong my
182,Mở lịch lên!,mở lịch lên,control_device,test,mo lich len
1176,Sở thích của tôi là đọc sách.,sở thích của tôi là đọc sách,personalize,train,so thich cua toi la đoc sach
194,Tối nay tôi có kế hoạch gì không?,tối nay tôi có kế hoạch gì không,calendar,train,toi nay toi co ke hoach gi khong
197,Có sự kiện nào sắp diễn ra không?,có sự kiện nào sắp diễn ra không,calendar,test,co su kien nao sap dien ra khong
10,Thêm lịch xem YouTube.,thêm lịch xem youtube,calendar,test,them lich xem youtube
487,Tháng này có kế hoạch gì?,tháng này có kế hoạch gì,calendar,train,thang nay co ke hoach gi
831,Chạy ứng dụng camera trước!,chạy ứng dụng camera trước,control_device,train,chay ung dung camera truoc
383,Có việc gì sắp đến không?,có việc gì sắp đến không,calendar,train,co viec gi sap đen khong
1354,Mở YouTube giúp tôi!,mở youtube giúp tôi,control_device,train,mo youtube giup toi
1230,Vector search hoạt động ra sao?,vector search hoạt động ra sao,qa,train,vector search hoat đong ra sao
1186,Mở Gemini!,mở gemini,control_device,train,mo gemini
285,Tăng âm lượng thêm một chút!,tăng âm lượng thêm một chút,control_device,train,tang am luong them mot chut
1285,Search deep learning trên Google!,search deep learning trên google,control_device,train,search deep learning tren google
814,Ngày 30 tháng 3 tôi có lịch gì?,ngày tháng tôi có lịch gì,calendar,train,ngay thang toi co lich gi
1146,Đặt lịch sinh nhật mẹ chủ nhật.,đặt lịch sinh nhật mẹ chủ nhật,calendar,test,đat lich sinh nhat me chu nhat
690,Tôi thích đi xe máy hơn ô tô.,tôi thích đi xe máy hơn ô tô,personalize,train,toi thich đi xe may hon o to
147,Thêm lịch gọi điện lúc 8 giờ.,thêm lịch gọi điện lúc giờ,calendar,train,them lich goi đien luc gio
1098,Feature engineering là gì?,feature engineering là gì,qa,train,feature engineering la gi
168,Tôi đang muốn cải thiện cân nặng.,tôi đang muốn cải thiện cân nặng,personalize,validation,toi đang muon cai thien can nang
186,Đổi 100 USD sang VND như thế nào?,đổi usd sang vnd như thế nào,qa,train,đoi usd sang vnd nhu the nao
320,Xem có bản update không!,xem có bản update không,control_device,train,xem co ban update khong
1516,Chị ơi nhắc em mai nộp bài nha.,chị ơi nhắc em mai nộp bài nha,calendar,train,chi oi nhac em mai nop bai nha
354,Sự khác nhau giữa frontend và backend?,sự khác nhau giữa frontend và backend,qa,train,su khac nhau giua frontend va backend
119,Tôi muốn giảm cân.,tôi muốn giảm cân,personalize,train,toi muon giam can
1093,Vì sao embedding hữu ích?,vì sao embedding hữu ích,qa,train,vi sao embedding huu ich
1012,Việt Nam có bao nhiêu tỉnh?,việt nam có bao nhiêu tỉnh,qa,train,viet nam co bao nhieu tinh
612,Mở Netflix xem phim!,mở netflix xem phim,control_device,train,mo netflix xem phim
1474,Deep learning khác machine learning sao?,deep learning khác machine learning sao,qa,train,deep learning khac machine learning sao
1255,Show calendar hôm nay.,show calendar hôm nay,calendar,train,show calendar hom nay
1322,Đặt reminder học IELTS tối nay.,đặt reminder học ielts tối nay,calendar,train,đat reminder hoc ielts toi nay
993,Khi nào nên ưu tiên công việc quan trọng?,khi nào nên ưu tiên công việc quan trọng,qa,train,khi nao nen uu tien cong viec quan trong
1300,Tối nay tôi có gì cần làm không?,tối nay tôi có gì cần làm không,calendar,train,toi nay toi co gi can lam khong
1397,PostgreSQL có tốt hơn MySQL không?,postgresql có tốt hơn mysql không,qa,train,postgresql co tot hon mysql khong
1302,Chiều mai tôi có cuộc hẹn nào không?,chiều mai tôi có cuộc hẹn nào không,calendar,train,chieu mai toi co cuoc hen nao khong
401,Nhắc tôi gọi về nhà vào chủ nhật.,nhắc tôi gọi về nhà vào chủ nhật,calendar,train,nhac toi goi ve nha vao chu nhat
925,Giảm độ sáng xuống chút!,giảm độ sáng xuống chút,control_device,train,giam đo sang xuong chut
950,Thủ đô của Nhật là gì?,thủ đô của nhật là gì,qa,train,thu đo cua nhat la gi
784,Khởi động lại thiết bị!,khởi động lại thiết bị,control_device,train,khoi đong lai thiet bi
648,1 cộng 1 bằng mấy?,cộng bằng mấy,qa,train,cong bang may
187,Kích hoạt tiết kiệm pin!,kích hoạt tiết kiệm pin,control_device,train,kich hoat tiet kiem pin
1148,Cancel lịch tối nay.,cancel lịch tối nay,calendar,test,cancel lich toi nay
972,Khởi động Excel!,khởi động excel,control_device,test,khoi đong excel
100,Mở Word giúp tôi!,mở word giúp tôi,control_device,train,mo word giup toi
1141,Lên lịch học AI tối nay.,lên lịch học ai tối nay,calendar,validation,len lich hoc ai toi nay
373,Vì sao cần đa dạng hóa tài chính?,vì sao cần đa dạng hóa tài chính,qa,train,vi sao can đa dang hoa tai chinh
253,Thêm lịch họp team vào thứ ba.,thêm lịch họp team vào thứ ba,calendar,train,them lich hop team vao thu ba
1410,Mình muốn assistant nói tự nhiên hơn.,mình muốn assistant nói tự nhiên hơn,personalize,test,minh muon assistant noi tu nhien hon
698,Tuần sau có kế hoạch gì không?,tuần sau có kế hoạch gì không,calendar,train,tuan sau co ke hoach gi khong
1451,Tại sao websocket realtime hơn HTTP?,tại sao websocket realtime hơn,qa,train,tai sao websocket realtime hon
1063,CSV là gì?,csv là gì,qa,train,csv la gi
232,Vì sao có hiện tượng thủy triều?,vì sao có hiện tượng thủy triều,qa,validation,vi sao co hien tuong thuy trieu
94,Tôi thích nghe nhạc khi làm việc.,tôi thích nghe nhạc khi làm việc,personalize,train,toi thich nghe nhac khi lam viec
95,Bật wifi!,bật wifi,control_device,train,bat wifi
316,Chụp màn hình giúp tôi!,chụp màn hình giúp tôi,control_device,train,chup man hinh giup toi
91,Tôi thích không gian yên tĩnh khi học.,tôi thích không gian yên tĩnh khi học,personalize,validation,toi thich khong gian yen tinh khi hoc
1202,Google Machine Learning!,google machine learning,control_device,train,google machine learning
139,Tại sao cảm xúc ảnh hưởng đến quyết định?,tại sao cảm xúc ảnh hưởng đến quyết định,qa,train,tai sao cam xuc anh huong đen quyet đinh
665,Ngày kia tôi có lịch gì?,ngày kia tôi có lịch gì,calendar,train,ngay kia toi co lich gi
450,Tắt bluetooth!,tắt bluetooth,control_device,test,tat bluetooth
943,Tôi có rảnh ngày mai không?,tôi có rảnh ngày mai không,calendar,train,toi co ranh ngay mai khong
7,Tôi thích nghe nhạc Lo-Fi.,tôi thích nghe nhạc lo fi,personalize,train,toi thich nghe nhac lo fi
902,Tôi bị dị ứng với đậu phộng.,tôi bị dị ứng với đậu phộng,personalize,train,toi bi di ung voi đau phong
118,Tiền điện tính như thế nào?,tiền điện tính như thế nào,qa,train,tien đien tinh nhu the nao
152,Bạn khỏe không?,bạn khỏe không,qa,train,ban khoe khong
311,Cho tôi đặt lịch họp vào ngày mai.,cho tôi đặt lịch họp vào ngày mai,calendar,train,cho toi đat lich hop vao ngay mai
1046,Cách học Machine Learning?,cách học machine learning,qa,train,cach hoc machine learning
1502,Mở Google Chrome giúp tui!,mở google chrome giúp tui,control_device,train,mo google chrome giup tui
1409,Tôi thích câu trả lời ngắn thôi.,tôi thích câu trả lời ngắn thôi,personalize,train,toi thich cau tra loi ngan thoi
382,Khoảng cách Hà Nội Bắc Ninh là bao xa?,khoảng cách hà nội bắc ninh là bao xa,qa,validation,khoang cach ha noi bac ninh la bao xa
1102,Recall precision là gì?,recall precision là gì,qa,train,recall precision la gi
977,Khởi động bản đồ!,khởi động bản đồ,control_device,train,khoi đong ban đo
1368,Tắt wifi đi nha!,tắt wifi đi nha,control_device,train,tat wifi đi nha
794,Tôi cần deadline cụ thể để làm việc.,tôi cần deadline cụ thể để làm việc,personalize,train,toi can deadline cu the đe lam viec
1029,Mô hình Transformer là gì?,mô hình transformer là gì,qa,validation,mo hinh transformer la gi
1437,Microservice khó hơn monolithic ở đâu?,microservice khó hơn monolithic ở đâu,qa,train,microservice kho hon monolithic o đau
1166,Nói tự nhiên thôi.,nói tự nhiên thôi,personalize,train,noi tu nhien thoi
67,Để phòng ở mức 25 độ là hợp với tôi.,để phòng ở mức độ là hợp với tôi,personalize,train,đe phong o muc đo la hop voi toi
349,Chấm writing IELTS dựa trên gì?,chấm writing ielts dựa trên gì,qa,train,cham writing ielts dua tren gi
548,Tại sao bầu trời chuyển màu vào lúc hoàng hôn?,tại sao bầu trời chuyển màu vào lúc hoàng hôn,qa,validation,tai sao bau troi chuyen mau vao luc hoang hon
584,Cầu vồng xuất hiện khi nào?,cầu vồng xuất hiện khi nào,qa,train,cau vong xuat hien khi nao
946,Tuần này có bận không?,tuần này có bận không,calendar,train,tuan nay co ban khong
101,Vì sao nên đi đúng làn đường?,vì sao nên đi đúng làn đường,qa,train,vi sao nen đi đung lan đuong
1559,Tôi thường nghe white noise để ngủ.,tôi thường nghe white noise để ngủ,personalize,train,toi thuong nghe white noise đe ngu
1139,Đặt nhắc nhở uống thuốc 9h.,đặt nhắc nhở uống thuốc h,calendar,train,đat nhac nho uong thuoc h
1250,Thêm lịch tập gym chiều mai.,thêm lịch tập gym chiều mai,calendar,train,them lich tap gym chieu mai
1400,Mình thường học sau 10h tối.,mình thường học sau h tối,personalize,train,minh thuong hoc sau h toi
910,Mở notepad!,mở notepad,control_device,validation,mo notepad
501,Làm sao để cân bằng công việc và cuộc sống?,làm sao để cân bằng công việc và cuộc sống,qa,train,lam sao đe can bang cong viec va cuoc song
426,Nước nào rộng nhất thế giới?,nước nào rộng nhất thế giới,qa,train,nuoc nao rong nhat the gioi
1435,LLM hallucination là gì vậy?,llm hallucination là gì vậy,qa,train,llm hallucination la gi vay
1117,Bạn giải thích websocket đi!,bạn giải thích websocket đi,qa,train,ban giai thich websocket đi
11,Bao nhiêu ngày trong một năm?,bao nhiêu ngày trong một năm,qa,train,bao nhieu ngay trong mot nam
1196,Vào Instagram!,vào instagram,control_device,train,vao instagram
68,Đổi inch sang cm như thế nào?,đổi inch sang cm như thế nào,qa,train,đoi inch sang cm nhu the nao
1515,Anh ơi mở youtube giúp em với!,anh ơi mở youtube giúp em với,control_device,train,anh oi mo youtube giup em voi
661,Tuần sau có họp không?,tuần sau có họp không,calendar,train,tuan sau co hop khong
1360,Mở chrome lẹ đi!,mở chrome lẹ đi,control_device,train,mo chrome le đi
812,Sustainable là gì vậy?,sustainable là gì vậy,qa,train,sustainable la gi vay
57,Mở Netflix!,mở netflix,control_device,train,mo netflix
475,Tôi hay đi bộ vào cuối tuần.,tôi hay đi bộ vào cuối tuần,personalize,train,toi hay đi bo vao cuoi tuan
815,Khi nào cần thay lốp xe?,khi nào cần thay lốp xe,qa,validation,khi nao can thay lop xe
1534,Mình không thích nói chuyện quá formal.,mình không thích nói chuyện quá formal,personalize,train,minh khong thich noi chuyen qua formal
840,Nhớ tắt đèn sau nửa đêm.,nhớ tắt đèn sau nửa đêm,personalize,train,nho tat đen sau nua đem
1299,Mai nhớ kêu tôi dậy lúc 6h.,mai nhớ kêu tôi dậy lúc h,calendar,train,mai nho keu toi day luc h
489,Tôi ghét thời tiết nóng.,tôi ghét thời tiết nóng,personalize,train,toi ghet thoi tiet nong
233,Thêm lịch tập thể dục buổi sáng.,thêm lịch tập thể dục buổi sáng,calendar,test,them lich tap the duc buoi sang
1353,Check lịch tối nay giúp tôi.,check lịch tối nay giúp tôi,calendar,train,check lich toi nay giup toi
1068,Session là gì?,session là gì,qa,test,session la gi
978,Thời gian nướng thịt bao lâu là chín?,thời gian nướng thịt bao lâu là chín,qa,train,thoi gian nuong thit bao lau la chin
1182,Mở Gmail đi!,mở gmail đi,control_device,validation,mo gmail đi
542,Đặt lịch học nhóm vào chiều mai.,đặt lịch học nhóm vào chiều mai,calendar,validation,đat lich hoc nhom vao chieu mai
165,AI là gì?,ai là gì,qa,train,ai la gi
36,Tôi hay xem phim hành động.,tôi hay xem phim hành động,personalize,train,toi hay xem phim hanh đong
852,Đóng Chrome!,đóng chrome,control_device,train,đong chrome
1376,Mở Task Manager giúp tôi!,mở task manager giúp tôi,control_device,validation,mo task manager giup toi
1281,Open Stack Overflow!,open stack overflow,control_device,train,open stack overflow
77,Cho tôi xem lịch hôm nay.,cho tôi xem lịch hôm nay,calendar,train,cho toi xem lich hom nay
561,Tôi có khoảng trống nào không?,tôi có khoảng trống nào không,calendar,train,toi co khoang trong nao khong
1441,GPU khác CPU ở điểm nào?,gpu khác cpu ở điểm nào,qa,validation,gpu khac cpu o điem nao
416,Vì sao có hiện tượng nhật thực?,vì sao có hiện tượng nhật thực,qa,train,vi sao co hien tuong nhat thuc
966,Tại sao HTTPS an toàn hơn HTTP?,tại sao an toàn hơn,qa,train,tai sao an toan hon
944,Tôi thường làm việc theo kế hoạch.,tôi thường làm việc theo kế hoạch,personalize,train,toi thuong lam viec theo ke hoach
1257,Remind tôi ngủ lúc 12h.,remind tôi ngủ lúc h,calendar,train,remind toi ngu luc h
975,Vào phần settings!,vào phần settings,control_device,train,vao phan settings
787,Tắt flashlight!,tắt flashlight,control_device,train,tat flashlight
252,Cách sử dụng máy giặt đúng cách?,cách sử dụng máy giặt đúng cách,qa,train,cach su dung may giat đung cach
1053,Vì sao AI hallucination?,vì sao ai hallucination,qa,train,vi sao ai hallucination
1074,Process là gì?,process là gì,qa,train,process la gi
948,Số pi bằng bao nhiêu vậy?,số pi bằng bao nhiêu vậy,qa,train,so pi bang bao nhieu vay
1260,Tôi cực thích uống cà phê.,tôi cực thích uống cà phê,personalize,train,toi cuc thich uong ca phe
899,Tắt trình duyệt hiện tại!,tắt trình duyệt hiện tại,control_device,train,tat trinh duyet hien tai
1351,Thêm lịch chạy bộ sáng mai.,thêm lịch chạy bộ sáng mai,calendar,train,them lich chay bo sang mai
191,Tuần sau có việc gì quan trọng?,tuần sau có việc gì quan trọng,calendar,train,tuan sau co viec gi quan trong
322,Nhắc tôi liên hệ đối tác chiều mai.,nhắc tôi liên hệ đối tác chiều mai,calendar,train,nhac toi lien he đoi tac chieu mai
88,Sáng nay có việc gì không?,sáng nay có việc gì không,calendar,train,sang nay co viec gi khong
1009,Tại sao nên quản lý chi tiêu cá nhân?,tại sao nên quản lý chi tiêu cá nhân,qa,train,tai sao nen quan ly chi tieu ca nhan
1373,Chụp màn hình luôn đi!,chụp màn hình luôn đi,control_device,train,chup man hinh luon đi
50,Làm sao để tăng tốc wifi?,làm sao để tăng tốc wifi,qa,train,lam sao đe tang toc wifi
1374,Mở PyCharm hộ mình!,mở pycharm hộ mình,control_device,train,mo pycharm ho minh
981,Núi cao nhất ở Việt Nam là gì?,núi cao nhất ở việt nam là gì,qa,train,nui cao nhat o viet nam la gi
521,Tháng này có lịch học không?,tháng này có lịch học không,calendar,train,thang nay co lich hoc khong
543,Tôi thích uống trà.,tôi thích uống trà,personalize,train,toi thich uong tra
116,Bao lâu nên tập thể dục một lần?,bao lâu nên tập thể dục một lần,qa,train,bao lau nen tap the duc mot lan
184,Tôi không uống cà phê.,tôi không uống cà phê,personalize,train,toi khong uong ca phe
679,Lên lịch cafe vào chiều mai.,lên lịch cafe vào chiều mai,calendar,train,len lich cafe vao chieu mai
1038,CPU khác GPU thế nào?,cpu khác gpu thế nào,qa,train,cpu khac gpu the nao
474,Mặt trăng có ánh sáng không?,mặt trăng có ánh sáng không,qa,train,mat trang co anh sang khong
1335,Thêm lịch đi gym chiều mai.,thêm lịch đi gym chiều mai,calendar,train,them lich đi gym chieu mai
361,Cách luyện nghe tiếng Anh hiệu quả?,cách luyện nghe tiếng anh hiệu quả,qa,validation,cach luyen nghe tieng anh hieu qua
129,Tối nay có lịch gì không?,tối nay có lịch gì không,calendar,train,toi nay co lich gi khong
397,Cuối tuần này có đi đâu không?,cuối tuần này có đi đâu không,calendar,train,cuoi tuan nay co đi đau khong
755,Tôi muốn tăng cân.,tôi muốn tăng cân,personalize,train,toi muon tang can
1392,Tôi mệt quá.,tôi mệt quá,qa,validation,toi met qua
